Hits,eCount,FireRate1,ShotSpeed1,Health1,FireRate2,ShotSpeed2,Health2,FireRate3,ShotSpeed3,Health3,FireRate4,ShotSpeed4,Health4,FireRate5,ShotSpeed5,Health5,FireRate6,ShotSpeed6,Health6
11,6,42.0,0.2058905,1,19.0,0.3089938,2,49.0,0.3516085,11,92.0,0.2654823,4,83.0,0.3661798,29,40.0,0.1205231,12
0,1,117.0,0.1788765,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,85.0,0.3012081,24,19.0,0.4631948,14,0,0,0,0,0,0,0,0,0,0,0,0
3,1,16.0,0.06330122,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,62.0,0.03839363,22,101.0,0.2607386,18,86.0,0.3328553,6,0,0,0,0,0,0,0,0,0
5,2,25.0,0.3570673,19,111.0,0.1086575,10,0,0,0,0,0,0,0,0,0,0,0,0
13,3,25.0,0.3855422,30,110.0,0.3864174,28,63.0,0.1667534,4,0,0,0,0,0,0,0,0,0
2,1,83.0,0.2648135,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,108.0,0.06056286,24,10.0,0.1469923,17,0,0,0,0,0,0,0,0,0,0,0,0
14,4,82.0,0.2787246,3,85.0,0.2475451,20,29.0,0.4559772,25,94.0,0.2615153,29,0,0,0,0,0,0
20,5,74.0,0.4071681,30,54.0,0.1085204,19,43.0,0.2932049,2,55.0,0.08988579,14,117.0,0.4750935,6,0,0,0
4,3,38.0,0.3131793,2,20.0,0.1476879,8,86.0,0.3707425,3,0,0,0,0,0,0,0,0,0
7,4,89.0,0.4783882,12,50.0,0.2369035,7,99.0,0.4468346,13,94.0,0.2831346,26,0,0,0,0,0,0
14,4,15.0,0.5017841,6,91.0,0.04905589,29,91.0,0.1565987,3,16.0,0.2826654,10,0,0,0,0,0,0
6,3,79.0,0.08812065,26,49.0,0.25164,4,32.0,0.09602584,29,0,0,0,0,0,0,0,0,0
9,2,94.0,0.05429156,25,14.0,0.2213574,29,0,0,0,0,0,0,0,0,0,0,0,0
19,6,31.0,0.1504903,28,118.0,0.156223,2,59.0,0.1671077,10,95.0,0.06779857,27,100.0,0.05620785,11,106.0,0.4819706,29
7,3,17.0,0.2890281,21,27.0,0.2290166,26,104.0,0.1363868,15,0,0,0,0,0,0,0,0,0
9,6,39.0,0.2009261,15,62.0,0.3611572,2,46.0,0.278809,14,94.0,0.4470525,15,37.0,0.4258511,1,116.0,0.1232065,5
29,6,21.0,0.3952044,9,107.0,0.3433767,13,11.0,0.1065535,3,13.0,0.4504958,23,18.0,0.466153,9,114.0,0.1436519,11
11,3,38.0,0.3677145,26,39.0,0.3131256,29,66.0,0.4044324,27,0,0,0,0,0,0,0,0,0
25,6,54.0,0.2021777,23,72.0,0.3836509,3,83.0,0.118757,29,30.0,0.2736419,29,32.0,0.0944642,18,69.0,0.2468924,10
6,3,105.0,0.2293218,16,83.0,0.05641462,10,13.0,0.2634875,6,0,0,0,0,0,0,0,0,0
19,6,35.0,0.3396942,20,110.0,0.3140583,11,64.0,0.05857964,14,71.0,0.1769134,23,36.0,0.3678242,24,103.0,0.1929877,19
15,5,41.0,0.02905358,15,113.0,0.1992401,12,35.0,0.1519991,5,18.0,0.01990421,19,110.0,0.4757816,16,0,0,0
22,6,15.0,0.3736506,19,34.0,0.3870248,9,47.0,0.05372204,14,27.0,0.1695116,5,42.0,0.4789764,23,72.0,0.4940924,25
23,5,113.0,0.2215797,22,11.0,0.0767789,28,47.0,0.2196164,21,96.0,0.09750946,3,56.0,0.4779831,26,0,0,0
15,4,35.0,0.40522,15,89.0,0.1590011,21,119.0,0.02637918,15,17.0,0.03018476,6,0,0,0,0,0,0
8,2,78.0,0.2965151,20,32.0,0.1840478,21,0,0,0,0,0,0,0,0,0,0,0,0
0,1,32.0,0.3439258,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,38.0,0.2843438,11,8.0,0.4969984,13,70.0,0.201103,5,42.0,0.2175631,7,16.0,0.3332674,23,71.0,0.4998456,6
1,1,61.0,0.4872317,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4,82.0,0.2394628,20,81.0,0.08054806,28,48.0,0.3022594,25,72.0,0.1588959,6,0,0,0,0,0,0
1,1,93.0,0.2051899,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,98.0,0.4603805,19,114.0,0.3052906,9,61.0,0.09887953,25,0,0,0,0,0,0,0,0,0
11,5,10.0,0.2374568,5,46.0,0.3045196,28,69.0,0.4955819,14,108.0,0.2557473,2,64.0,0.261395,14,0,0,0
16,5,114.0,0.2968631,29,80.0,0.4154698,10,87.0,0.03851558,15,25.0,0.3920019,12,100.0,0.2819148,4,0,0,0
8,2,95.0,0.3100635,23,43.0,0.3769999,23,0,0,0,0,0,0,0,0,0,0,0,0
10,4,71.0,0.2757872,21,99.0,0.34912,19,116.0,0.1237111,12,42.0,0.06352408,24,0,0,0,0,0,0
1,1,89.0,0.1304862,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,3,38.0,0.2601,14,42.0,0.2532849,17,29.0,0.2293752,21,0,0,0,0,0,0,0,0,0
21,6,67.0,0.2339668,15,96.0,0.1432253,8,76.0,0.4371803,20,89.0,0.4416699,5,31.0,0.2410302,11,44.0,0.09751709,28
4,1,37.0,0.4818901,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,66.0,0.03005321,17,48.0,0.4850848,18,59.0,0.3680244,3,0,0,0,0,0,0,0,0,0
19,5,20.0,0.3824026,22,84.0,0.03171344,26,51.0,0.4226842,14,54.0,0.02472277,25,61.0,0.07771291,19,0,0,0
1,2,94.0,0.06854792,10,110.0,0.4207408,22,0,0,0,0,0,0,0,0,0,0,0,0
9,3,100.0,0.258941,27,77.0,0.05871989,5,10.0,0.07402922,2,0,0,0,0,0,0,0,0,0
0,1,64.0,0.2132159,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,7.0,0.01488871,3,75.0,0.3229713,4,8.0,0.3615072,25,10.0,0.2235353,2,0,0,0,0,0,0
7,3,94.0,0.1844183,18,79.0,0.1316603,9,93.0,0.4540594,8,0,0,0,0,0,0,0,0,0
2,1,109.0,0.2897069,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,6,90.0,0.1298721,6,120.0,0.1871159,7,98.0,0.1319958,23,82.0,0.1405475,7,87.0,0.1031392,27,62.0,0.02754368,11
6,2,57.0,0.312553,18,90.0,0.3034246,14,0,0,0,0,0,0,0,0,0,0,0,0
17,6,112.0,0.4408776,11,10.0,0.2317785,2,62.0,0.4523042,7,8.0,0.3908084,28,103.0,0.2985526,29,102.0,0.3718465,14
8,2,97.0,0.0767711,30,30.0,0.2449531,3,0,0,0,0,0,0,0,0,0,0,0,0
26,6,33.0,0.4717421,17,118.0,0.4371814,27,103.0,0.3046859,28,61.0,0.1730945,21,27.0,0.3180809,12,108.0,0.181679,28
8,3,120.0,0.02165903,19,116.0,0.1005886,29,113.0,0.3410989,6,0,0,0,0,0,0,0,0,0
0,1,97.0,0.3689078,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,23.0,0.3102743,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,39.0,0.4438856,10,96.0,0.0108626,22,22.0,0.4081256,14,80.0,0.0563031,12,20.0,0.2428503,23,0,0,0
28,6,107.0,0.3486716,14,107.0,0.3430939,7,34.0,0.3174147,20,33.0,0.3932917,30,86.0,0.1640877,21,90.0,0.1671996,12
3,2,11.0,0.03780879,5,100.0,0.5070369,25,0,0,0,0,0,0,0,0,0,0,0,0
6,3,45.0,0.4474239,2,36.0,0.4654325,19,97.0,0.1680431,17,0,0,0,0,0,0,0,0,0
1,1,40.0,0.2695076,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,40.0,0.2583306,5,49.0,0.2589271,26,0,0,0,0,0,0,0,0,0,0,0,0
13,4,113.0,0.185364,13,29.0,0.1913786,25,101.0,0.3587442,29,94.0,0.109864,16,0,0,0,0,0,0
5,3,77.0,0.1768665,27,91.0,0.1173312,3,107.0,0.4614011,19,0,0,0,0,0,0,0,0,0
0,1,38.0,0.466898,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,50.0,0.351516,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,5,76.0,0.4587895,13,21.0,0.4215102,28,32.0,0.2362271,1,9.0,0.3637169,11,19.0,0.4081988,20,0,0,0
9,3,26.0,0.1412093,26,64.0,0.3214884,3,48.0,0.1546935,28,0,0,0,0,0,0,0,0,0
21,5,29.0,0.1796289,20,17.0,0.04027207,18,29.0,0.09317072,29,45.0,0.3966733,2,93.0,0.1834674,14,0,0,0
5,1,22.0,0.311141,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,59.0,0.01048381,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,21.0,0.2150792,16,86.0,0.0308751,19,63.0,0.2913661,18,28.0,0.1912704,23,47.0,0.03049679,19,106.0,0.1329161,6
4,3,27.0,0.2527354,2,20.0,0.3312532,1,23.0,0.4711865,17,0,0,0,0,0,0,0,0,0
11,3,39.0,0.4403071,8,37.0,0.2870459,22,33.0,0.4424078,27,0,0,0,0,0,0,0,0,0
0,1,40.0,0.0612392,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,5,44.0,0.4593575,16,60.0,0.2454448,11,97.0,0.2473761,28,29.0,0.271782,23,19.0,0.1248194,11,0,0,0
2,3,6.0,0.2231132,4,34.0,0.04007877,5,92.0,0.2936749,8,0,0,0,0,0,0,0,0,0
4,1,11.0,0.2694478,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,90.0,0.1888792,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,4,16.0,0.02614791,3,112.0,0.3317533,20,7.0,0.1525427,17,60.0,0.2145092,23,0,0,0,0,0,0
6,2,27.0,0.2586224,23,61.0,0.4810005,14,0,0,0,0,0,0,0,0,0,0,0,0
4,2,36.0,0.4472923,6,73.0,0.2144361,21,0,0,0,0,0,0,0,0,0,0,0,0
12,4,101.0,0.4375717,7,27.0,0.03709646,24,20.0,0.195423,25,52.0,0.4885924,28,0,0,0,0,0,0
8,3,18.0,0.1296205,9,66.0,0.2245594,26,47.0,0.08445145,30,0,0,0,0,0,0,0,0,0
2,1,12.0,0.4380808,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,31.0,0.420574,18,38.0,0.4726642,9,0,0,0,0,0,0,0,0,0,0,0,0
6,4,10.0,0.1676715,8,59.0,0.03475209,9,18.0,0.3193519,7,75.0,0.4456207,29,0,0,0,0,0,0
19,6,72.0,0.3967882,1,30.0,0.3623766,13,21.0,0.2257315,11,114.0,0.3483587,10,9.0,0.1802834,19,114.0,0.2451905,11
26,6,46.0,0.2720313,16,119.0,0.0514787,11,55.0,0.03712066,27,103.0,0.3370646,15,83.0,0.4996737,20,47.0,0.3611448,5
18,6,118.0,0.3248388,5,119.0,0.3897746,15,85.0,0.462061,29,73.0,0.3265223,19,103.0,0.2314284,27,110.0,0.2014767,9
3,4,114.0,0.2557384,11,111.0,0.0475858,7,85.0,0.1441264,22,66.0,0.4205413,29,0,0,0,0,0,0
5,2,68.0,0.06863858,22,85.0,0.4976217,4,0,0,0,0,0,0,0,0,0,0,0,0
23,6,32.0,0.1227861,7,108.0,0.1512956,18,43.0,0.2715782,18,110.0,0.4250815,7,46.0,0.34409,10,34.0,0.2962653,22
7,2,36.0,0.1114194,24,84.0,0.2640218,25,0,0,0,0,0,0,0,0,0,0,0,0
3,2,57.0,0.4698895,18,116.0,0.2632884,13,0,0,0,0,0,0,0,0,0,0,0,0
13,6,62.0,0.04532345,14,6.0,0.4429024,20,97.0,0.4894161,1,75.0,0.429983,10,81.0,0.2048738,25,113.0,0.4517871,22
0,1,98.0,0.4179655,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,9.0,0.4025469,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,93.0,0.1555781,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,33.0,0.0845585,14,75.0,0.3233593,27,0,0,0,0,0,0,0,0,0,0,0,0
1,1,53.0,0.08148171,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,56.0,0.4724409,18,41.0,0.2312497,9,0,0,0,0,0,0,0,0,0,0,0,0
9,5,64.0,0.3904157,10,59.0,0.1638133,15,42.0,0.4172876,4,99.0,0.1354495,15,100.0,0.4240239,25,0,0,0
14,5,59.0,0.2959765,17,9.0,0.2529395,18,103.0,0.3059653,3,31.0,0.2176102,18,38.0,0.2297689,2,0,0,0
6,3,64.0,0.3914196,7,69.0,0.4468037,10,52.0,0.1352665,2,0,0,0,0,0,0,0,0,0
8,4,27.0,0.4472991,12,63.0,0.2134403,6,88.0,0.1585544,16,72.0,0.3128914,11,0,0,0,0,0,0
19,5,23.0,0.3232599,18,78.0,0.4432513,23,90.0,0.05781956,8,88.0,0.4275295,20,47.0,0.1612799,12,0,0,0
19,5,63.0,0.3200885,26,83.0,0.02327229,12,72.0,0.4392576,22,55.0,0.4292919,7,109.0,0.4633542,29,0,0,0
13,3,97.0,0.3195691,24,115.0,0.01943399,21,29.0,0.2927283,26,0,0,0,0,0,0,0,0,0
1,1,40.0,0.02713079,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5,104.0,0.4880018,15,80.0,0.1357687,29,79.0,0.4587059,24,69.0,0.4110532,2,38.0,0.4031956,25,0,0,0
9,4,114.0,0.2868289,8,92.0,0.4081869,13,92.0,0.3032734,19,80.0,0.4932458,8,0,0,0,0,0,0
20,4,88.0,0.3994293,11,36.0,0.3762093,28,63.0,0.2045923,27,41.0,0.2809456,24,0,0,0,0,0,0
19,6,120.0,0.2972708,21,24.0,0.04701234,11,36.0,0.07954688,12,47.0,0.15096,25,96.0,0.2955135,25,104.0,0.2733937,13
22,6,64.0,0.4406417,17,102.0,0.3053903,2,100.0,0.4438336,21,101.0,0.2984204,12,44.0,0.3793549,19,61.0,0.2997501,23
1,2,49.0,0.413881,29,88.0,0.2489778,3,0,0,0,0,0,0,0,0,0,0,0,0
12,4,57.0,0.1636544,3,110.0,0.06113304,29,69.0,0.3222293,5,47.0,0.1846854,13,0,0,0,0,0,0
9,4,20.0,0.1215617,3,68.0,0.4294786,12,57.0,0.1396258,25,31.0,0.01861925,8,0,0,0,0,0,0
7,3,14.0,0.32723,21,40.0,0.1049601,9,67.0,0.02145107,26,0,0,0,0,0,0,0,0,0
0,1,111.0,0.02727551,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,5,77.0,0.03462549,10,25.0,0.2233608,20,28.0,0.3691944,6,60.0,0.2854245,27,87.0,0.1418658,28,0,0,0
2,1,14.0,0.04137333,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,81.0,0.4169338,2,116.0,0.2859944,16,37.0,0.3642117,22,8.0,0.09711064,21,35.0,0.2459435,14,28.0,0.06289794,8
3,3,111.0,0.4200552,1,103.0,0.3818871,4,28.0,0.423055,12,0,0,0,0,0,0,0,0,0
3,4,11.0,0.1687525,2,78.0,0.1280501,5,88.0,0.01898576,13,96.0,0.05336161,23,0,0,0,0,0,0
9,3,8.0,0.2515541,12,15.0,0.0163293,17,46.0,0.3932847,23,0,0,0,0,0,0,0,0,0
3,4,87.0,0.3296156,4,77.0,0.4583382,1,100.0,0.1930679,7,107.0,0.2086283,22,0,0,0,0,0,0
16,6,23.0,0.02515782,3,101.0,0.22934,16,13.0,0.09169199,3,90.0,0.3537177,5,84.0,0.08620502,5,71.0,0.2630617,22
5,3,12.0,0.149705,24,50.0,0.08433427,18,51.0,0.09734239,8,0,0,0,0,0,0,0,0,0
9,3,68.0,0.05648406,16,37.0,0.2392456,18,118.0,0.1496507,6,0,0,0,0,0,0,0,0,0
29,6,36.0,0.07295986,12,22.0,0.2308335,28,119.0,0.4536294,6,57.0,0.4265444,19,100.0,0.4074118,12,34.0,0.4611434,18
8,2,41.0,0.1688467,29,54.0,0.04512055,23,0,0,0,0,0,0,0,0,0,0,0,0
5,2,67.0,0.4499571,20,79.0,0.4954083,13,0,0,0,0,0,0,0,0,0,0,0,0
31,5,53.0,0.2398792,26,51.0,0.1642776,27,69.0,0.1576443,22,95.0,0.06087555,28,45.0,0.3506726,12,0,0,0
8,4,53.0,0.1143716,15,84.0,0.1985235,21,84.0,0.2765535,21,113.0,0.316198,3,0,0,0,0,0,0
4,2,101.0,0.2544963,20,65.0,0.103616,23,0,0,0,0,0,0,0,0,0,0,0,0
6,2,86.0,0.01904548,22,16.0,0.4735645,14,0,0,0,0,0,0,0,0,0,0,0,0
4,3,90.0,0.4753367,29,8.0,0.1663214,3,93.0,0.2295425,4,0,0,0,0,0,0,0,0,0
6,2,54.0,0.1831163,25,45.0,0.1048706,16,0,0,0,0,0,0,0,0,0,0,0,0
7,1,17.0,0.3107938,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,6,77.0,0.2361869,23,35.0,0.2732777,28,70.0,0.4211424,28,93.0,0.4584603,7,100.0,0.141913,23,20.0,0.2166906,25
26,6,104.0,0.05398555,24,91.0,0.1190053,14,34.0,0.4698116,27,116.0,0.4560758,15,62.0,0.09243186,18,40.0,0.4897338,6
6,3,106.0,0.4665774,13,93.0,0.3965777,9,31.0,0.03184975,22,0,0,0,0,0,0,0,0,0
24,6,79.0,0.1517983,1,102.0,0.2573558,17,49.0,0.3095674,25,92.0,0.4407651,29,38.0,0.103815,17,30.0,0.01972939,16
21,6,118.0,0.3472019,14,46.0,0.2714167,15,8.0,0.5013396,24,24.0,0.1313171,7,53.0,0.3347827,26,7.0,0.3917012,30
26,6,69.0,0.3228517,19,60.0,0.2417232,24,36.0,0.335899,17,104.0,0.4385392,30,114.0,0.450318,13,110.0,0.2404252,19
17,5,86.0,0.2909799,9,116.0,0.3228565,27,65.0,0.0596555,10,26.0,0.4896082,8,78.0,0.01305271,28,0,0,0
14,5,110.0,0.1408339,3,70.0,0.4183617,12,65.0,0.2087701,15,104.0,0.1339913,2,50.0,0.3012365,11,0,0,0
14,3,83.0,0.02239008,26,34.0,0.4482186,29,59.0,0.3105093,13,0,0,0,0,0,0,0,0,0
8,4,98.0,0.1609443,26,82.0,0.1541639,3,29.0,0.1919219,4,90.0,0.1091643,27,0,0,0,0,0,0
0,1,118.0,0.3731529,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,5,24.0,0.07691462,16,20.0,0.3404381,30,111.0,0.1300174,29,18.0,0.2863068,7,38.0,0.1811574,15,0,0,0
0,3,96.0,0.04467513,3,110.0,0.3196478,8,113.0,0.2323543,5,0,0,0,0,0,0,0,0,0
17,4,26.0,0.2529707,26,95.0,0.03043176,14,59.0,0.4287035,19,54.0,0.2725874,8,0,0,0,0,0,0
16,5,112.0,0.01535482,20,84.0,0.03090156,14,120.0,0.3123074,29,94.0,0.2502485,28,68.0,0.06974687,12,0,0,0
0,1,66.0,0.1998153,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,5,10.0,0.07430317,6,46.0,0.318177,2,29.0,0.4735462,30,98.0,0.4031645,3,58.0,0.2467738,17,0,0,0
4,2,106.0,0.1571613,12,48.0,0.2320784,24,0,0,0,0,0,0,0,0,0,0,0,0
4,2,87.0,0.3165747,15,40.0,0.4879289,6,0,0,0,0,0,0,0,0,0,0,0,0
0,1,83.0,0.0704924,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,54.0,0.1404872,4,102.0,0.456267,24,57.0,0.2646838,12,21.0,0.4932727,5,67.0,0.2778067,6,42.0,0.2866426,30
10,4,27.0,0.4658308,10,67.0,0.2464532,20,52.0,0.3371296,4,87.0,0.4059253,10,0,0,0,0,0,0
17,5,25.0,0.1225765,17,34.0,0.08459009,4,108.0,0.4327281,2,46.0,0.4254233,11,69.0,0.4563245,28,0,0,0
21,5,87.0,0.2694027,30,39.0,0.2369634,15,45.0,0.02590115,17,67.0,0.1253878,28,79.0,0.1328,3,0,0,0
2,2,104.0,0.1648207,22,117.0,0.01590497,11,0,0,0,0,0,0,0,0,0,0,0,0
21,5,22.0,0.1333016,25,26.0,0.2856583,26,18.0,0.3421727,25,43.0,0.183901,13,95.0,0.4398333,6,0,0,0
16,6,6.0,0.07551827,6,96.0,0.2044269,17,14.0,0.328454,12,106.0,0.3305101,21,119.0,0.3683994,22,76.0,0.06542976,7
6,3,12.0,0.04031111,19,51.0,0.1512743,15,13.0,0.2235557,4,0,0,0,0,0,0,0,0,0
12,5,57.0,0.2703812,17,59.0,0.06161548,27,26.0,0.471459,20,14.0,0.2258255,17,37.0,0.1559547,7,0,0,0
0,1,44.0,0.03844757,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,4,98.0,0.378944,23,81.0,0.08936752,24,107.0,0.4862962,17,114.0,0.3282275,25,0,0,0,0,0,0
3,2,46.0,0.01764543,6,79.0,0.4239421,21,0,0,0,0,0,0,0,0,0,0,0,0
6,2,81.0,0.4471989,22,86.0,0.4440352,24,0,0,0,0,0,0,0,0,0,0,0,0
4,2,93.0,0.08306147,6,41.0,0.5077037,29,0,0,0,0,0,0,0,0,0,0,0,0
7,4,92.0,0.1540163,10,31.0,0.2217662,8,116.0,0.08747305,11,38.0,0.4589292,19,0,0,0,0,0,0
11,5,53.0,0.25106,10,98.0,0.2521376,21,115.0,0.4925401,12,47.0,0.4139792,27,75.0,0.500245,2,0,0,0
4,2,61.0,0.318835,16,69.0,0.463648,30,0,0,0,0,0,0,0,0,0,0,0,0
8,4,10.0,0.09059276,9,96.0,0.1146471,19,99.0,0.2706117,20,117.0,0.04591401,19,0,0,0,0,0,0
22,4,25.0,0.03774829,1,94.0,0.4351572,30,16.0,0.09118451,25,73.0,0.2402035,8,0,0,0,0,0,0
12,3,24.0,0.3408811,28,92.0,0.2298082,5,34.0,0.2307256,12,0,0,0,0,0,0,0,0,0
15,4,21.0,0.1116382,10,92.0,0.3538911,18,28.0,0.4974727,27,59.0,0.4162038,14,0,0,0,0,0,0
2,2,7.0,0.2169707,17,64.0,0.05491365,14,0,0,0,0,0,0,0,0,0,0,0,0
3,2,81.0,0.02193857,24,108.0,0.2331479,29,0,0,0,0,0,0,0,0,0,0,0,0
4,4,54.0,0.4856315,11,34.0,0.1395457,6,112.0,0.1366211,2,108.0,0.3078791,5,0,0,0,0,0,0
1,1,78.0,0.2690189,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,5,72.0,0.4170086,11,115.0,0.05328365,24,86.0,0.47063,22,50.0,0.384271,15,89.0,0.2255118,26,0,0,0
15,4,18.0,0.482231,9,62.0,0.4100146,24,39.0,0.4579051,11,106.0,0.4553184,26,0,0,0,0,0,0
1,1,92.0,0.1279199,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,60.0,0.1085802,18,82.0,0.1692004,20,28.0,0.4890574,12,0,0,0,0,0,0,0,0,0
15,5,112.0,0.4800579,8,68.0,0.387373,14,101.0,0.4775316,8,99.0,0.1793949,12,28.0,0.4899132,19,0,0,0
2,1,24.0,0.1245626,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,5,23.0,0.4321468,6,114.0,0.4877074,29,91.0,0.3110305,13,28.0,0.3597105,2,39.0,0.3482876,17,0,0,0
5,2,92.0,0.09285147,28,116.0,0.4931629,12,0,0,0,0,0,0,0,0,0,0,0,0
4,1,97.0,0.1786576,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,5,36.0,0.1050715,18,82.0,0.2910762,20,23.0,0.2039057,6,44.0,0.4759476,23,78.0,0.4435586,29,0,0,0
11,5,38.0,0.3415283,28,115.0,0.4632619,12,8.0,0.2794464,2,51.0,0.2621721,5,111.0,0.2908364,21,0,0,0
1,1,100.0,0.391395,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,63.0,0.4113833,11,46.0,0.4387988,13,0,0,0,0,0,0,0,0,0,0,0,0
7,4,106.0,0.4630905,10,19.0,0.2652555,4,116.0,0.07904597,8,58.0,0.1107267,2,0,0,0,0,0,0
10,5,110.0,0.1511949,16,51.0,0.197657,5,111.0,0.02900745,17,26.0,0.1737818,5,69.0,0.02613414,27,0,0,0
10,3,72.0,0.2647953,27,23.0,0.2877301,30,103.0,0.1293838,9,0,0,0,0,0,0,0,0,0
16,6,72.0,0.4151651,24,101.0,0.2438891,25,74.0,0.4779119,3,11.0,0.09297945,5,78.0,0.3656531,12,113.0,0.1063733,18
23,6,108.0,0.3382923,27,33.0,0.2858739,27,116.0,0.2980308,12,103.0,0.3360419,27,81.0,0.4587235,1,35.0,0.1223265,17
15,3,42.0,0.3677743,21,39.0,0.09186752,13,36.0,0.3806905,26,0,0,0,0,0,0,0,0,0
7,1,29.0,0.431092,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,117.0,0.399883,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,89.0,0.1570775,10,76.0,0.2568843,14,106.0,0.2273384,23,94.0,0.158758,21,0,0,0,0,0,0
1,2,75.0,0.05200334,14,97.0,0.4398729,19,0,0,0,0,0,0,0,0,0,0,0,0
2,2,81.0,0.3787934,19,116.0,0.3965363,21,0,0,0,0,0,0,0,0,0,0,0,0
16,5,41.0,0.2283187,7,25.0,0.4393767,20,67.0,0.3889987,5,74.0,0.4977993,8,55.0,0.4019061,22,0,0,0
14,5,48.0,0.3940841,4,19.0,0.06979288,20,78.0,0.3350879,27,6.0,0.3375431,12,41.0,0.2905181,19,0,0,0
0,2,50.0,0.4058264,2,109.0,0.03370203,19,0,0,0,0,0,0,0,0,0,0,0,0
2,3,13.0,0.4586827,1,116.0,0.3868852,6,105.0,0.08064975,18,0,0,0,0,0,0,0,0,0
23,6,30.0,0.4268671,7,110.0,0.3750417,1,86.0,0.2129021,29,42.0,0.07560916,27,67.0,0.4299326,29,69.0,0.3177733,28
0,1,96.0,0.04669602,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,100.0,0.3523251,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4,31.0,0.2567461,21,67.0,0.2638601,12,23.0,0.2202523,3,112.0,0.05233093,11,0,0,0,0,0,0
7,1,50.0,0.3469086,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,115.0,0.2385837,23,82.0,0.1799036,19,8.0,0.2359166,6,47.0,0.05807568,17,49.0,0.1735195,10,60.0,0.3659654,24
2,1,21.0,0.3100199,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,96.0,0.1297881,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,98.0,0.4373364,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,6,50.0,0.3457884,11,90.0,0.3463551,15,37.0,0.2992716,5,76.0,0.4848523,26,107.0,0.04566188,16,30.0,0.309973,14
21,5,35.0,0.3871601,8,24.0,0.4313873,9,37.0,0.5003045,13,120.0,0.4773445,10,32.0,0.3983456,18,0,0,0
2,1,82.0,0.09537776,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,22.0,0.2263229,15,105.0,0.2748165,10,93.0,0.5075108,25,0,0,0,0,0,0,0,0,0
17,6,39.0,0.01967276,29,49.0,0.3780706,13,85.0,0.1258258,15,106.0,0.2761762,9,21.0,0.1404227,3,57.0,0.05098768,13
10,3,103.0,0.239547,12,72.0,0.1824157,28,21.0,0.446888,6,0,0,0,0,0,0,0,0,0
