Hits,eCount,FireRate1,ShotSpeed1,Health1,FireRate2,ShotSpeed2,Health2,FireRate3,ShotSpeed3,Health3,FireRate4,ShotSpeed4,Health4,FireRate5,ShotSpeed5,Health5,FireRate6,ShotSpeed6,Health6
21,6,81.0,0.2813221,11,64.0,0.3160004,28,94.0,0.2774201,2,19.0,0.3398417,28,31.0,0.07047309,16,60.0,0.1863679,14
13,5,41.0,0.0596502,7,51.0,0.4380327,26,38.0,0.2466238,4,117.0,0.01940669,21,42.0,0.2074258,5,0,0,0
10,6,24.0,0.4510545,5,49.0,0.3563817,15,12.0,0.4196758,21,96.0,0.2611373,29,80.0,0.1945816,28,98.0,0.05855264,10
18,6,85.0,0.5056741,13,102.0,0.01287008,15,64.0,0.2969354,23,18.0,0.10432,10,117.0,0.3808008,26,7.0,0.1763134,22
17,6,87.0,0.07419635,20,81.0,0.3510525,14,55.0,0.2221022,13,45.0,0.07123674,23,86.0,0.3939487,9,84.0,0.320489,4
9,3,30.0,0.2170888,2,50.0,0.3981467,21,117.0,0.3801741,29,0,0,0,0,0,0,0,0,0
19,4,82.0,0.1515826,18,100.0,0.2172388,11,106.0,0.3038638,5,14.0,0.4612296,21,0,0,0,0,0,0
3,3,10.0,0.2697087,25,58.0,0.4384784,2,119.0,0.4271485,11,0,0,0,0,0,0,0,0,0
2,1,6.0,0.2499885,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,4,79.0,0.06127752,30,66.0,0.04164703,25,101.0,0.3965855,12,17.0,0.2453373,25,0,0,0,0,0,0
0,1,42.0,0.1171376,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,22.0,0.02361245,23,48.0,0.1506596,12,0,0,0,0,0,0,0,0,0,0,0,0
15,3,95.0,0.2324338,19,58.0,0.4467939,28,21.0,0.2743014,2,0,0,0,0,0,0,0,0,0
2,2,78.0,0.03232778,1,90.0,0.1526355,25,0,0,0,0,0,0,0,0,0,0,0,0
17,6,26.0,0.3079223,9,61.0,0.05770542,8,18.0,0.3832097,5,29.0,0.5021988,3,26.0,0.5017576,5,38.0,0.3170076,28
5,2,59.0,0.3850397,8,37.0,0.1504579,14,0,0,0,0,0,0,0,0,0,0,0,0
19,6,107.0,0.2844545,27,53.0,0.4328792,24,83.0,0.2299009,6,95.0,0.3469834,17,80.0,0.08866943,4,59.0,0.06416334,24
23,6,115.0,0.1454822,11,109.0,0.08046432,8,105.0,0.02832515,30,48.0,0.2825915,23,18.0,0.4093558,25,116.0,0.01505781,11
6,3,108.0,0.2059033,17,18.0,0.2556857,10,51.0,0.2685723,18,0,0,0,0,0,0,0,0,0
7,3,93.0,0.4914858,22,60.0,0.1735446,9,52.0,0.2974512,9,0,0,0,0,0,0,0,0,0
7,3,114.0,0.4670821,19,80.0,0.05010904,16,21.0,0.1635017,26,0,0,0,0,0,0,0,0,0
5,2,12.0,0.4027722,26,73.0,0.09858473,8,0,0,0,0,0,0,0,0,0,0,0,0
21,6,104.0,0.3707584,10,25.0,0.3455811,22,104.0,0.2060831,19,80.0,0.07106341,7,82.0,0.1775511,3,85.0,0.3735089,18
10,3,51.0,0.3188811,30,94.0,0.4310928,18,18.0,0.07689883,23,0,0,0,0,0,0,0,0,0
20,5,33.0,0.1864091,22,47.0,0.5072557,23,11.0,0.1979808,14,15.0,0.0194983,24,80.0,0.5090854,28,0,0,0
6,4,5.0,0.194969,11,89.0,0.3112206,4,92.0,0.3248812,23,20.0,0.1027728,15,0,0,0,0,0,0
12,3,25.0,0.3855327,12,20.0,0.3649828,25,34.0,0.1248562,16,0,0,0,0,0,0,0,0,0
3,2,52.0,0.246427,7,76.0,0.2430681,11,0,0,0,0,0,0,0,0,0,0,0,0
4,2,6.0,0.1841647,7,82.0,0.3436472,6,0,0,0,0,0,0,0,0,0,0,0,0
10,4,66.0,0.4148207,15,117.0,0.01224727,30,39.0,0.3047044,6,60.0,0.089808,20,0,0,0,0,0,0
10,6,61.0,0.3927901,22,5.0,0.4061799,4,19.0,0.1134047,17,53.0,0.4223506,17,116.0,0.5011528,7,104.0,0.3371525,11
1,2,6.0,0.2710619,15,106.0,0.4216273,30,0,0,0,0,0,0,0,0,0,0,0,0
1,2,116.0,0.1598789,4,75.0,0.02295644,15,0,0,0,0,0,0,0,0,0,0,0,0
27,6,26.0,0.07964011,29,91.0,0.4607497,30,105.0,0.3208062,27,106.0,0.1405392,24,104.0,0.3152919,29,102.0,0.3141812,21
0,1,96.0,0.41722,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,5,45.0,0.01023192,7,19.0,0.3595672,1,46.0,0.4607434,8,45.0,0.3697262,26,48.0,0.2590673,27,0,0,0
11,5,88.0,0.4633882,14,66.0,0.433588,13,28.0,0.1971039,25,25.0,0.1767328,4,23.0,0.4822043,22,0,0,0
2,1,34.0,0.2516023,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,4,65.0,0.2709471,25,54.0,0.1173221,6,25.0,0.1823007,30,19.0,0.4367245,15,0,0,0,0,0,0
9,3,53.0,0.4778982,20,50.0,0.2826717,29,91.0,0.2542879,20,0,0,0,0,0,0,0,0,0
11,5,40.0,0.06208624,24,53.0,0.06517936,13,56.0,0.02288599,4,71.0,0.4383487,8,90.0,0.09046955,7,0,0,0
16,4,94.0,0.07603581,27,20.0,0.3708961,5,7.0,0.08940943,15,13.0,0.3352169,29,0,0,0,0,0,0
8,3,90.0,0.2074802,14,22.0,0.05785502,12,44.0,0.2301783,27,0,0,0,0,0,0,0,0,0
2,5,72.0,0.07159854,8,52.0,0.1203211,9,42.0,0.3189321,5,62.0,0.199425,12,6.0,0.380201,14,0,0,0
3,2,90.0,0.2755198,18,97.0,0.4564291,7,0,0,0,0,0,0,0,0,0,0,0,0
5,1,16.0,0.03175147,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,89.0,0.3902596,8,69.0,0.2149665,7,0,0,0,0,0,0,0,0,0,0,0,0
0,1,115.0,0.3818983,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,103.0,0.2203259,27,52.0,0.01610453,14,101.0,0.1213475,19,0,0,0,0,0,0,0,0,0
10,3,43.0,0.4138632,11,12.0,0.4894287,11,47.0,0.3747319,22,0,0,0,0,0,0,0,0,0
2,2,115.0,0.1220443,19,52.0,0.04818894,27,0,0,0,0,0,0,0,0,0,0,0,0
1,2,83.0,0.3928711,15,7.0,0.2182659,27,0,0,0,0,0,0,0,0,0,0,0,0
2,2,34.0,0.247222,15,86.0,0.03967644,2,0,0,0,0,0,0,0,0,0,0,0,0
11,5,86.0,0.3761802,20,6.0,0.3986944,13,106.0,0.3174112,23,92.0,0.2096014,19,89.0,0.1785378,22,0,0,0
1,1,79.0,0.04128809,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,5,72.0,0.3035186,6,66.0,0.2430984,9,69.0,0.3479141,26,39.0,0.1296329,5,97.0,0.4053741,13,0,0,0
8,4,18.0,0.2931108,4,30.0,0.3171685,21,97.0,0.09022088,10,28.0,0.3145672,6,0,0,0,0,0,0
14,4,19.0,0.04559489,25,120.0,0.484058,25,93.0,0.03194369,19,62.0,0.02085615,6,0,0,0,0,0,0
6,6,84.0,0.0419081,2,22.0,0.08035208,12,62.0,0.07833327,18,17.0,0.0585741,24,108.0,0.2686947,13,8.0,0.3169927,24
12,4,106.0,0.172349,9,65.0,0.3266509,14,21.0,0.4916604,25,77.0,0.1714397,22,0,0,0,0,0,0
0,1,97.0,0.2905808,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,4,82.0,0.0766681,28,80.0,0.4830347,10,22.0,0.06182177,18,79.0,0.2745175,9,0,0,0,0,0,0
1,1,40.0,0.3697666,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,56.0,0.2317353,29,45.0,0.4052332,21,74.0,0.04133131,22,0,0,0,0,0,0,0,0,0
6,4,30.0,0.1470775,19,27.0,0.339707,7,88.0,0.404278,29,83.0,0.102673,11,0,0,0,0,0,0
7,1,29.0,0.457384,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,6,81.0,0.223556,11,104.0,0.3163616,29,20.0,0.4888901,13,73.0,0.279913,9,55.0,0.0921361,10,48.0,0.1605462,11
2,2,87.0,0.4255313,2,51.0,0.4561095,24,0,0,0,0,0,0,0,0,0,0,0,0
1,1,24.0,0.3226638,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,20.0,0.03362228,28,31.0,0.3711639,5,0,0,0,0,0,0,0,0,0,0,0,0
12,4,80.0,0.4381119,17,84.0,0.2125118,27,47.0,0.05098315,8,12.0,0.07297029,4,0,0,0,0,0,0
8,3,82.0,0.4914871,3,111.0,0.3329739,24,42.0,0.2113137,4,0,0,0,0,0,0,0,0,0
8,3,20.0,0.0530469,13,33.0,0.07314707,27,82.0,0.2215643,16,0,0,0,0,0,0,0,0,0
4,2,93.0,0.2087413,14,32.0,0.4202348,10,0,0,0,0,0,0,0,0,0,0,0,0
1,1,112.0,0.08680393,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,109.0,0.2572169,4,21.0,0.4496369,13,31.0,0.4588608,6,0,0,0,0,0,0,0,0,0
11,4,105.0,0.06542601,23,64.0,0.4956101,18,30.0,0.07344915,27,85.0,0.4172481,4,0,0,0,0,0,0
23,6,109.0,0.02444078,29,70.0,0.341618,19,14.0,0.03405727,18,40.0,0.08496524,15,104.0,0.42591,30,95.0,0.2714349,20
6,3,98.0,0.2097207,2,27.0,0.4529957,20,118.0,0.4890945,21,0,0,0,0,0,0,0,0,0
5,2,36.0,0.1389622,21,93.0,0.4718596,25,0,0,0,0,0,0,0,0,0,0,0,0
12,4,116.0,0.1427213,22,107.0,0.2681905,24,87.0,0.3101353,2,96.0,0.2476649,28,0,0,0,0,0,0
5,3,8.0,0.3501972,27,67.0,0.2696812,10,40.0,0.07453705,3,0,0,0,0,0,0,0,0,0
14,5,90.0,0.2421982,28,16.0,0.4687564,21,49.0,0.2868539,15,114.0,0.4114385,8,14.0,0.2843345,20,0,0,0
23,5,46.0,0.4993387,3,48.0,0.07313867,21,18.0,0.3316329,18,106.0,0.06162281,25,11.0,0.5083629,17,0,0,0
7,4,59.0,0.07721122,6,52.0,0.02249319,14,116.0,0.2120948,19,99.0,0.1370936,9,0,0,0,0,0,0
5,4,114.0,0.06289478,3,22.0,0.02637006,10,105.0,0.3871585,11,60.0,0.4756501,29,0,0,0,0,0,0
0,1,38.0,0.02652348,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,73.0,0.3869812,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,108.0,0.2289578,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,6,16.0,0.02500553,22,7.0,0.02972127,7,46.0,0.4796396,14,49.0,0.2962833,16,79.0,0.3631626,17,66.0,0.3264727,28
1,1,87.0,0.07792802,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,4,82.0,0.3380003,18,18.0,0.4612554,18,105.0,0.02269406,28,105.0,0.1042077,15,0,0,0,0,0,0
15,5,66.0,0.2750684,8,115.0,0.06367977,26,39.0,0.4592806,22,102.0,0.1923562,25,19.0,0.2063216,18,0,0,0
14,6,51.0,0.02819283,23,117.0,0.4136516,18,41.0,0.01667674,2,109.0,0.02112217,27,89.0,0.02632774,26,67.0,0.4500405,11
29,6,112.0,0.3400315,11,78.0,0.2216949,14,112.0,0.1664943,30,8.0,0.04474945,19,119.0,0.2982512,27,90.0,0.1815912,26
27,4,110.0,0.4773642,26,94.0,0.1165216,27,16.0,0.452457,28,58.0,0.424542,25,0,0,0,0,0,0
4,2,99.0,0.179874,12,26.0,0.1243747,12,0,0,0,0,0,0,0,0,0,0,0,0
11,4,37.0,0.3474149,14,114.0,0.06498541,29,39.0,0.4314353,11,100.0,0.4700828,26,0,0,0,0,0,0
17,6,58.0,0.4565235,13,99.0,0.1571682,23,66.0,0.3767655,22,117.0,0.4164611,14,89.0,0.4052929,9,92.0,0.3983805,7
10,5,113.0,0.1518269,10,46.0,0.1448191,18,27.0,0.1619274,15,78.0,0.04665537,8,77.0,0.06994487,17,0,0,0
13,6,45.0,0.1774861,23,31.0,0.1103673,6,48.0,0.4379542,2,91.0,0.3222621,13,5.0,0.1417324,1,33.0,0.4132389,11
7,2,22.0,0.3800721,23,91.0,0.3755336,14,0,0,0,0,0,0,0,0,0,0,0,0
1,1,86.0,0.2374224,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,43.0,0.4576305,18,81.0,0.3591151,19,111.0,0.3750993,12,0,0,0,0,0,0,0,0,0
3,2,64.0,0.1135558,11,65.0,0.2897175,15,0,0,0,0,0,0,0,0,0,0,0,0
2,1,107.0,0.4408258,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,80.0,0.1384937,7,97.0,0.3547477,14,36.0,0.1740867,16,7.0,0.2585536,22,61.0,0.2278869,27,0,0,0
5,2,73.0,0.4846646,7,30.0,0.05049981,29,0,0,0,0,0,0,0,0,0,0,0,0
24,6,94.0,0.2576187,4,57.0,0.186479,20,94.0,0.4676391,21,77.0,0.3848533,20,84.0,0.480069,9,52.0,0.2585348,20
7,3,24.0,0.4424411,14,30.0,0.5027736,6,80.0,0.1085476,4,0,0,0,0,0,0,0,0,0
8,4,97.0,0.05533512,2,70.0,0.2831253,21,85.0,0.3168355,24,81.0,0.2653335,21,0,0,0,0,0,0
9,4,84.0,0.2691093,30,76.0,0.4482517,6,99.0,0.1542289,29,76.0,0.4214064,17,0,0,0,0,0,0
6,2,71.0,0.2899764,12,46.0,0.1029279,5,0,0,0,0,0,0,0,0,0,0,0,0
1,2,68.0,0.3079048,21,85.0,0.4035668,10,0,0,0,0,0,0,0,0,0,0,0,0
10,3,78.0,0.4478205,7,31.0,0.1527232,17,70.0,0.4640825,27,0,0,0,0,0,0,0,0,0
6,3,94.0,0.1811832,14,88.0,0.3793852,1,92.0,0.06926329,16,0,0,0,0,0,0,0,0,0
17,5,54.0,0.04004724,17,11.0,0.4472319,3,105.0,0.05789615,27,41.0,0.1202299,29,25.0,0.1661828,17,0,0,0
4,2,93.0,0.5069261,23,32.0,0.1505183,20,0,0,0,0,0,0,0,0,0,0,0,0
10,4,7.0,0.2278741,24,36.0,0.2446721,15,107.0,0.4826906,20,110.0,0.1942467,9,0,0,0,0,0,0
16,5,107.0,0.367822,5,8.0,0.01272119,20,54.0,0.3437161,8,56.0,0.4113758,14,43.0,0.275378,15,0,0,0
0,1,116.0,0.08012117,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,6,60.0,0.2875602,29,102.0,0.2936303,17,61.0,0.03032471,28,6.0,0.3706926,30,71.0,0.346141,8,117.0,0.05710687,4
22,5,67.0,0.3388135,9,98.0,0.5004839,25,56.0,0.451827,19,7.0,0.05051757,18,44.0,0.4276652,23,0,0,0
0,1,90.0,0.09609945,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,108.0,0.417618,2,64.0,0.3530375,12,109.0,0.1650911,13,0,0,0,0,0,0,0,0,0
15,5,94.0,0.05948783,15,47.0,0.2875029,16,14.0,0.4583756,13,40.0,0.2164317,16,105.0,0.1051665,9,0,0,0
18,5,95.0,0.1239521,26,14.0,0.4807445,20,48.0,0.4053606,14,65.0,0.4002005,2,92.0,0.01950307,15,0,0,0
5,3,90.0,0.2336289,11,73.0,0.1726799,20,104.0,0.3365324,8,0,0,0,0,0,0,0,0,0
15,4,27.0,0.282309,20,20.0,0.3255597,29,110.0,0.1102169,16,50.0,0.4474204,3,0,0,0,0,0,0
2,3,16.0,0.4374084,2,69.0,0.4151547,3,5.0,0.4329241,29,0,0,0,0,0,0,0,0,0
7,1,15.0,0.3265965,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,28.0,0.2316477,20,107.0,0.3112986,19,5.0,0.3818627,11,37.0,0.5069579,19,0,0,0,0,0,0
0,1,25.0,0.01073791,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,75.0,0.4495786,3,15.0,0.3181176,19,25.0,0.3067125,16,0,0,0,0,0,0,0,0,0
1,1,96.0,0.01878555,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,5,91.0,0.09304197,29,51.0,0.1589364,17,109.0,0.4115469,26,14.0,0.383025,14,22.0,0.1432827,20,0,0,0
4,3,110.0,0.4243275,6,68.0,0.1793725,29,85.0,0.1099186,18,0,0,0,0,0,0,0,0,0
15,5,74.0,0.4690539,12,78.0,0.05468102,30,11.0,0.02645476,9,60.0,0.3486342,12,117.0,0.1488281,9,0,0,0
17,6,93.0,0.01263071,13,31.0,0.3252032,30,112.0,0.3002188,2,40.0,0.2502579,20,54.0,0.09962763,21,56.0,0.3297485,7
11,5,84.0,0.394895,24,107.0,0.2072347,18,49.0,0.1567642,19,54.0,0.2323443,18,74.0,0.3393285,21,0,0,0
8,3,111.0,0.1801358,16,66.0,0.2812641,9,105.0,0.2465084,10,0,0,0,0,0,0,0,0,0
0,1,32.0,0.01164098,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,31.0,0.3580562,5,12.0,0.3012501,8,53.0,0.2152406,17,0,0,0,0,0,0,0,0,0
7,3,76.0,0.234809,9,24.0,0.4112597,19,94.0,0.1206079,17,0,0,0,0,0,0,0,0,0
25,5,60.0,0.2071953,6,57.0,0.4841672,23,24.0,0.2728951,29,58.0,0.4798566,3,31.0,0.5055704,17,0,0,0
21,6,115.0,0.4230074,10,103.0,0.1734377,7,38.0,0.3190626,10,53.0,0.4981105,18,31.0,0.4753277,4,111.0,0.2378296,27
23,6,110.0,0.271724,27,77.0,0.4019485,17,21.0,0.05254276,16,96.0,0.2049943,12,28.0,0.1833046,28,14.0,0.4178643,17
8,2,94.0,0.4670644,13,17.0,0.4697873,13,0,0,0,0,0,0,0,0,0,0,0,0
10,4,115.0,0.1238,10,62.0,0.5079533,19,83.0,0.1413604,3,113.0,0.02635462,19,0,0,0,0,0,0
4,2,22.0,0.2748159,21,6.0,0.4675667,27,0,0,0,0,0,0,0,0,0,0,0,0
21,5,56.0,0.0506102,7,83.0,0.1344139,29,19.0,0.4036926,24,24.0,0.2143966,25,103.0,0.3690794,3,0,0,0
22,5,43.0,0.3316784,10,35.0,0.3567704,14,103.0,0.3562972,3,58.0,0.1121279,28,24.0,0.433471,22,0,0,0
5,3,94.0,0.3220302,6,7.0,0.2495353,12,24.0,0.351058,28,0,0,0,0,0,0,0,0,0
3,2,16.0,0.02640403,21,55.0,0.2766326,6,0,0,0,0,0,0,0,0,0,0,0,0
19,5,49.0,0.3626882,29,40.0,0.1661036,15,35.0,0.1175738,8,103.0,0.3667389,12,105.0,0.3358844,27,0,0,0
3,2,75.0,0.10684,14,24.0,0.4702913,2,0,0,0,0,0,0,0,0,0,0,0,0
18,4,34.0,0.3425122,11,59.0,0.163971,26,34.0,0.4493583,9,52.0,0.4886695,5,0,0,0,0,0,0
13,4,70.0,0.1102375,16,81.0,0.06938668,16,13.0,0.4090209,12,93.0,0.1682034,10,0,0,0,0,0,0
21,6,87.0,0.313939,13,81.0,0.2311875,24,18.0,0.2338669,7,52.0,0.3430836,27,110.0,0.02392436,6,90.0,0.3942167,30
0,1,75.0,0.1757491,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,6,98.0,0.4385664,2,118.0,0.3223383,28,64.0,0.4236294,17,110.0,0.4977486,26,88.0,0.509529,10,65.0,0.214835,26
9,4,71.0,0.4615664,4,31.0,0.1333736,24,35.0,0.02086182,29,117.0,0.2770624,10,0,0,0,0,0,0
3,2,73.0,0.1101225,13,59.0,0.1716566,14,0,0,0,0,0,0,0,0,0,0,0,0
7,3,78.0,0.2665774,7,75.0,0.2326952,13,30.0,0.2664629,18,0,0,0,0,0,0,0,0,0
9,2,72.0,0.4021456,18,74.0,0.5065178,30,0,0,0,0,0,0,0,0,0,0,0,0
16,5,24.0,0.5079387,4,104.0,0.04101034,15,52.0,0.03574665,19,102.0,0.3523357,29,34.0,0.09310515,7,0,0,0
28,6,90.0,0.4787543,11,14.0,0.5015961,17,21.0,0.499315,23,16.0,0.1453757,22,35.0,0.2567012,29,66.0,0.4125723,22
11,6,95.0,0.3383711,16,81.0,0.3112994,9,31.0,0.1154512,16,25.0,0.443114,2,54.0,0.4783469,2,13.0,0.1761461,3
1,1,50.0,0.03461601,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,114.0,0.3305437,28,100.0,0.1945921,7,0,0,0,0,0,0,0,0,0,0,0,0
23,6,83.0,0.3402569,27,40.0,0.01451088,28,95.0,0.3585394,6,82.0,0.3576309,15,96.0,0.3688111,2,57.0,0.4977419,3
6,4,14.0,0.0737216,22,50.0,0.03367175,21,99.0,0.0227455,16,101.0,0.03241606,19,0,0,0,0,0,0
18,3,13.0,0.3322289,20,52.0,0.1409769,28,34.0,0.4740397,24,0,0,0,0,0,0,0,0,0
0,1,49.0,0.06389625,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,28.0,0.1661624,8,115.0,0.1930237,8,19.0,0.381007,26,0,0,0,0,0,0,0,0,0
13,4,112.0,0.1002374,11,77.0,0.1382938,27,57.0,0.373913,16,111.0,0.01176251,29,0,0,0,0,0,0
14,4,63.0,0.4891164,9,111.0,0.4823982,2,42.0,0.307589,19,20.0,0.2695591,29,0,0,0,0,0,0
22,6,23.0,0.1735874,7,52.0,0.1282558,20,118.0,0.4832624,27,23.0,0.4055186,8,29.0,0.02300305,18,32.0,0.01984222,29
6,5,60.0,0.1703084,3,26.0,0.360224,10,87.0,0.0384347,3,42.0,0.3270954,10,7.0,0.3399648,4,0,0,0
9,3,41.0,0.2779413,20,112.0,0.2805719,15,12.0,0.02721227,8,0,0,0,0,0,0,0,0,0
3,2,64.0,0.2104857,17,7.0,0.2937033,24,0,0,0,0,0,0,0,0,0,0,0,0
5,4,96.0,0.5067899,1,69.0,0.3147547,19,70.0,0.2356555,4,108.0,0.1077285,13,0,0,0,0,0,0
15,5,29.0,0.1255768,18,46.0,0.4968721,25,64.0,0.3592904,12,26.0,0.1963108,9,50.0,0.07703044,28,0,0,0
24,6,91.0,0.4284855,24,117.0,0.1294416,27,44.0,0.02330728,14,28.0,0.3116746,4,34.0,0.3153778,17,100.0,0.227475,10
4,1,44.0,0.2031859,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,119.0,0.3968456,2,70.0,0.3572958,8,73.0,0.01418919,17,83.0,0.04414465,14,0,0,0,0,0,0
17,6,33.0,0.4954512,22,98.0,0.2239549,9,94.0,0.07592298,28,78.0,0.349632,12,65.0,0.2608567,28,66.0,0.3098918,2
25,6,28.0,0.06087835,26,90.0,0.5029054,5,75.0,0.2854129,13,66.0,0.2518007,3,104.0,0.09217556,11,29.0,0.4331545,21
1,1,24.0,0.4233457,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,5,68.0,0.2639559,8,99.0,0.3836087,27,35.0,0.4103553,9,41.0,0.1164191,17,95.0,0.2204363,27,0,0,0
23,4,99.0,0.04340561,18,86.0,0.3402775,25,63.0,0.4036829,26,19.0,0.4325083,26,0,0,0,0,0,0
2,1,26.0,0.2642371,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,6,56.0,0.4438576,21,111.0,0.4701337,17,6.0,0.04182495,28,86.0,0.2741902,16,110.0,0.0277486,29,77.0,0.4004298,18
2,1,33.0,0.288509,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,5,118.0,0.02439786,27,64.0,0.4432354,22,96.0,0.3909,14,17.0,0.3489088,9,24.0,0.3413441,12,0,0,0
2,1,20.0,0.4899971,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,4,104.0,0.4912139,27,53.0,0.4326783,5,61.0,0.1519253,6,43.0,0.4641008,18,0,0,0,0,0,0
6,2,51.0,0.3828715,14,35.0,0.1777942,23,0,0,0,0,0,0,0,0,0,0,0,0
26,6,85.0,0.3481144,24,110.0,0.09094639,21,86.0,0.02301032,17,23.0,0.3976867,25,63.0,0.3686956,12,98.0,0.4951984,4
1,1,67.0,0.1982971,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4,24.0,0.1667773,14,48.0,0.302158,2,47.0,0.4557819,21,112.0,0.1679493,14,0,0,0,0,0,0
9,3,83.0,0.01977504,25,83.0,0.2203607,11,70.0,0.4969179,23,0,0,0,0,0,0,0,0,0
1,1,48.0,0.393625,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,5,120.0,0.1033053,27,65.0,0.04319687,29,79.0,0.2159095,16,93.0,0.2082679,25,48.0,0.2655869,7,0,0,0
4,2,22.0,0.4367517,5,18.0,0.2873463,12,0,0,0,0,0,0,0,0,0,0,0,0
0,1,80.0,0.2770683,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,82.0,0.1299266,16,62.0,0.3917416,3,66.0,0.4326438,5,0,0,0,0,0,0,0,0,0
9,5,18.0,0.1869114,7,118.0,0.3706886,3,10.0,0.05636908,9,55.0,0.3904813,2,116.0,0.2614568,22,0,0,0
11,3,87.0,0.1005982,29,100.0,0.03088422,7,34.0,0.2158546,13,0,0,0,0,0,0,0,0,0
18,6,49.0,0.3851435,8,58.0,0.07631977,20,53.0,0.1934232,12,15.0,0.02755494,7,14.0,0.3608129,25,97.0,0.417726,4
4,2,45.0,0.2626398,23,92.0,0.28558,4,0,0,0,0,0,0,0,0,0,0,0,0
31,6,67.0,0.4510021,11,37.0,0.05279715,23,83.0,0.3264534,30,72.0,0.051192,28,20.0,0.08743472,6,18.0,0.01615788,4
14,5,14.0,0.2413026,27,17.0,0.2675252,7,59.0,0.08050384,14,63.0,0.0182072,28,44.0,0.01637865,5,0,0,0
24,5,23.0,0.2807279,16,40.0,0.2705809,14,40.0,0.4280475,15,112.0,0.1109497,4,28.0,0.4580305,19,0,0,0
0,1,119.0,0.2056613,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,102.0,0.2265777,12,94.0,0.3647564,28,29.0,0.2194944,19,0,0,0,0,0,0,0,0,0
17,5,58.0,0.4889248,14,114.0,0.05885704,3,55.0,0.1132582,16,114.0,0.2388847,24,59.0,0.1730882,27,0,0,0
13,5,46.0,0.1757266,19,108.0,0.3177265,16,116.0,0.2406963,12,80.0,0.445838,23,99.0,0.413627,27,0,0,0
18,6,14.0,0.387459,7,117.0,0.2242123,6,107.0,0.2044586,16,90.0,0.3407361,14,106.0,0.2710178,3,43.0,0.3946243,28
21,4,50.0,0.2072357,18,83.0,0.454615,29,53.0,0.2934935,22,66.0,0.4617629,16,0,0,0,0,0,0
3,2,89.0,0.4142261,8,84.0,0.2185436,27,0,0,0,0,0,0,0,0,0,0,0,0
12,4,99.0,0.2262887,4,103.0,0.4527361,18,68.0,0.4668224,12,17.0,0.05802973,2,0,0,0,0,0,0
14,6,12.0,0.2557296,25,84.0,0.4310719,15,100.0,0.415694,19,101.0,0.05455209,10,35.0,0.2623483,29,6.0,0.2014986,15
3,3,50.0,0.4839754,10,107.0,0.4329767,3,71.0,0.4610207,18,0,0,0,0,0,0,0,0,0
5,3,88.0,0.07642163,17,49.0,0.09261169,19,109.0,0.05121721,23,0,0,0,0,0,0,0,0,0
12,4,116.0,0.3834286,2,53.0,0.30753,14,33.0,0.3837478,26,58.0,0.4254335,18,0,0,0,0,0,0
17,6,97.0,0.06046815,24,107.0,0.4426652,4,82.0,0.385693,8,100.0,0.4568142,23,104.0,0.3859682,22,116.0,0.1427031,29
5,2,95.0,0.3969755,27,60.0,0.50075,9,0,0,0,0,0,0,0,0,0,0,0,0
